
{{{2019, 7, 13, 5, 49, 35.2675172`9.299949780517483}, 2171}}
{{{2019, 7, 13, 5, 49, 37.9891554`9.332234526381576}, 2171}}
{{{2019, 7, 13, 5, 49, 40.6610067`9.361753006914714}, 2165}}
{{{2019, 7, 13, 5, 49, 43.1623141`9.387679592732258}, 2167}}
{{{2019, 7, 13, 5, 49, 45.6706056`9.412211636885019}, $Failed}}
{{{2019, 7, 13, 5, 49, 48.3145712`9.436652987693952}, 2174}}
{{{2019, 7, 13, 5, 49, 50.8556617`9.458914162219093}, 2172}}
{{{2019, 7, 13, 5, 49, 53.2579989`9.478959688960394}, 2172}}
{{{2019, 7, 13, 5, 49, 55.8131669`9.499311504704494}, 2168}}
{{{2019, 7, 13, 5, 49, 58.2628914`9.517966864428695}, 2165}}
{{{2019, 7, 13, 5, 50, 0.8259836`7.669546413598724}, 2165}}
{{{2019, 7, 13, 5, 50, 3.2714426`8.267314285644773}, 2166}}
{{{2019, 7, 13, 5, 50, 5.7398722`8.511477198329219}, 2166}}
{{{2019, 7, 13, 5, 50, 8.384791`8.676067209156244}, $Failed}}
{{{2019, 7, 13, 5, 50, 11.0436888`8.795689119316764}, 2158}}
{{{2019, 7, 13, 5, 50, 13.5728951`8.885247446302932}, 2158}}
{{{2019, 7, 13, 5, 50, 16.1739603`8.961391318292337}, 2161}}
{{{2019, 7, 13, 5, 50, 18.7121677`9.024699041066146}, 2157}}
{{{2019, 7, 13, 5, 50, 21.3401712`9.081772831080732}, 2154}}
{{{2019, 7, 13, 5, 50, 23.8484055`9.130034273924473}, 2156}}
{{{2019, 7, 13, 5, 50, 26.2872267`9.17231968873936}, 2155}}
{{{2019, 7, 13, 5, 50, 28.8593942`9.212862123179358}, 2158}}
{{{2019, 7, 13, 5, 50, 31.3701571`9.249091598232306}, 2157}}
{{{2019, 7, 13, 5, 50, 33.8739752`9.282441064385452}, 2156}}
{{{2019, 7, 13, 5, 50, 36.528874`9.315211176289932}, 2153}}
{{{2019, 7, 13, 5, 50, 39.4141566`9.34822712057636}, 2152}}
{{{2019, 7, 13, 5, 50, 42.1518637`9.377391655859428}, 2154}}
{{{2019, 7, 13, 5, 50, 44.7967628`9.40382150035899}, 2157}}
{{{2019, 7, 13, 5, 50, 47.3030567`9.427464066504097}, 2155}}
{{{2019, 7, 13, 5, 50, 49.7435287`9.44931144546344}, 2154}}
{{{2019, 7, 13, 5, 50, 52.2009631`9.470253363073152}, 2156}}
